date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:27	334724/334724	---M-Z	200	added ('OK')	text/html	etag:W/%2289136ec3e6d6708110855ad3b30217a5%22	https://rey-fluid-demo.squarespace.com/	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/rey-fluid-demo.squarespace.com/index.html	(from )
22:44:28	335/335	---M-Z	200	added ('OK')	text/plain	date:Fri,%2010%20Feb%202023%2017:11:53%20GMT	https://rey-fluid-demo.squarespace.com/robots.txt		(from )
22:44:29	42387/42387	---M-Z	200	added ('OK')	text/javascript	etag:%22848ddcc7a5193f9dbeb177386b6c0dda%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	(from https://rey-fluid-demo.squarespace.com/)
22:44:31	117609/117609	---M-Z	200	added ('OK')	text/javascript	etag:%22fe0d53a94823df972dbf107bf190771a%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	(from https://rey-fluid-demo.squarespace.com/)
22:44:33	19128/19128	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20Feb%202023%2017:14:28%20GMT	http://use.typekit.net/ik/E2IJLNQ39hobg8omIoAStcN8p7WisFA23vzBecR5q5Cfe79IfFHN4UJLFRbh52jhWDjkFeJuw2FqZeFRFhbkFhwUZQg8FAFcZsnKMKG0jAFu-WsoShFGZAsude80ZkoRdhXCHKoyjamTiY8Djhy8ZYmC-Ao1Oco8if37OcBDOcu8OfG0ScmoOAZCiA8qOAs8dAv0SaBujW48Sagyjh90jhNlOfG0SaBujW48SagyjhmDjhy8ZYmC-Ao1OcFzdPUyjamTiY8Djhy8ZYmC-Ao1OcFzdPUyjamTiY8Djhy8ZYmC-Ao1Oco8ifUySkolZPUCdhFydeyzSabCScmoOAZCiA8qOAs8dAv0SaBujW48Sagyjh90jhNlOYFUiABkZWF3jAF8ShFGZAsude80ZkoRdhXCiaiaOcBRiA8XpWFR-emqiAUTdcS0jhNlOYiaikoyjamTiY8Djhy8ZYmC-Ao1Oco8ifUaiaS0jWw0dA9CiaiaO148pPucdYmTZfuqZAuzO1FUiABkZWF3jAF8OcFzdPUaiaS0SaBujW48SagyjhmDjhy8ZYmC-Ao1OcFzdPJOda43-emuSku3ScvKeAo8iA9l-eBySku1ScNXZWFnOAsTSagCjWq7f6Rnz6IbMg6IJMJ7f6RTz6IbMg6YJMJ7f6R7z6IbMg65JMJ7f6RelMJbMs6IJMJ7f6RJlMJbMs6BJMJ7f6RwlMJbMs6YJMJ7f6RYlMJbMs65JMJ7f6R4lMJbMs6VJMJ7f6RFlMJbMs6sJMHbMj7m8Tbe.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/use.typekit.net/ik/E2IJLNQ39hobg8omIoAStcN8p7WisFA23vzBecR5q5Cfe79IfFHN4UJLFRbh52jhWDjkFeJuw2FqZeFRFhbkFhwUZQg8FAFcZsnKMKG0jAFu-WsoShFGZAsude80ZkoRdhXCHKoyjamTiY8Djhy8ZYmC-Ao1Oco8if37OcBDOcu8OfG	(from https://rey-fluid-demo.squarespace.com/)
22:44:49	45881/45881	---M-Z	200	added ('OK')	text/javascript	etag:%22b514b5077b84e5af4099b66d76d58ca6%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-0890574d3b65c5531de6a-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-0890574d3b65c5531de6a-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:44:53	121914/121914	---M-Z	200	added ('OK')	text/javascript	etag:%22ed50d686d52e72628c6a3bead3317fef%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-c6a38111aec507149cb3d-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-c6a38111aec507149cb3d-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:00	589307/589307	---M-Z	200	added ('OK')	text/javascript	etag:%2277a546c78e5335ac223ce347591cf662%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-5082e2dab696b020ac83a-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-5082e2dab696b020ac83a-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:00	245973/245973	---M-Z	200	added ('OK')	text/javascript	etag:%22c7db15035020752c23874ffad6594fb7%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fd2acc815706e38fcfdf0-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fd2acc815706e38fcfdf0-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:05	98538/98538	---M-Z	200	added ('OK')	text/javascript	etag:%22c175045b0cfb1e040ac67e1e3536227b%22	http://assets.squarespace.com/universal/scripts-compressed/sign-up-pill-c99474bc4700b27a3c402-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/sign-up-pill-c99474bc4700b27a3c402-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:05	1250/1250	---M-Z	200	added ('OK')	text/css	etag:%225dea89ac9866a1bd24c8549d35bf3ed3%22	http://assets.squarespace.com/universal/styles-compressed/sign-up-pill-cae92d93bbe09adc53ba7-min.en-US.css	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/styles-compressed/sign-up-pill-cae92d93bbe09adc53ba7-min.en-US.css	(from https://rey-fluid-demo.squarespace.com/)
22:45:12	742801/742801	---M-Z	200	added ('OK')	text/javascript	etag:%226ed422a55bd46d80257a07141ecc337c%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-9be587ebca244effdeb74-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/common-vendors-9be587ebca244effdeb74-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:21	249418/249418	---M-Z	200	added ('OK')	text/javascript	etag:%221db5b40b9a94398cac490ca0a1a5f33a%22	http://assets.squarespace.com/universal/scripts-compressed/performance-583aaa5ee6ef2ffadfe40-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/performance-583aaa5ee6ef2ffadfe40-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:25	965446/965446	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Feb%202023%2017:15:21%20GMT	https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css	(from https://rey-fluid-demo.squarespace.com/)
22:45:27	241751/241751	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2017:15:23%20GMT	https://rey-fluid-demo.squarespace.com/cart	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/rey-fluid-demo.squarespace.com/cart.html	(from https://rey-fluid-demo.squarespace.com/)
22:45:32	1190491/1190491	---M-Z	200	added ('OK')	text/javascript	etag:%22b49b43c3397e53cf125ea84803dbc59f%22	http://assets.squarespace.com/universal/scripts-compressed/common-aea72b3ab4c6323de4369-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/common-aea72b3ab4c6323de4369-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:34	481413/481413	---M-Z	200	added ('OK')	text/javascript	etag:%221e80f2b5a81b6905dc96534cb95b7596%22	http://assets.squarespace.com/universal/scripts-compressed/error-reporter-ad72075388f094990a3b7-min.en-US.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/scripts-compressed/error-reporter-ad72075388f094990a3b7-min.en-US.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:37	252831/252831	---M-Z	200	added ('OK')	text/html	etag:W/%22d58d3a7aed853b009b630a7fe7664fe9%22	https://rey-fluid-demo.squarespace.com/when-where	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/rey-fluid-demo.squarespace.com/when-where.html	(from https://rey-fluid-demo.squarespace.com/)
22:45:39	258121/258121	---M-Z	200	added ('OK')	text/html	etag:W/%225efd7aa4301296621646a4787e2f9924--gzip%22	https://rey-fluid-demo.squarespace.com/rsvp	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/rey-fluid-demo.squarespace.com/rsvp.html	(from https://rey-fluid-demo.squarespace.com/)
22:45:39	4391/4391	---M--	200	added ('OK')	image/jpeg	etag:CPix/o2b+/YCEAE=	https://images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/1649102910534-UGCHPPF027CKKEOYKTLH/2-goop.jpg	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/1649102910534-UGCHPPF027CKKEOYKTLH/2-goop.jpg	(from https://rey-fluid-demo.squarespace.com/)
22:45:39	4567/4567	---M--	200	added ('OK')	image/jpeg	etag:CJfun+u1w/cCEAE=	https://images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/c210ace7-3759-4dcb-b633-45ddd647ccb6/4-vogue.jpeg	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/c210ace7-3759-4dcb-b633-45ddd647ccb6/4-vogue.jpg	(from https://rey-fluid-demo.squarespace.com/)
22:45:39	6125/6125	---M--	200	added ('OK')	image/jpeg	etag:CK3l84mb+/YCEAE=	https://images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/1649102910542-P8UFNCR5LU9XR2K70HLF/4-vogue.jpg	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/1649102910542-P8UFNCR5LU9XR2K70HLF/4-vogue.jpg	(from https://rey-fluid-demo.squarespace.com/)
22:45:40	3393/3393	---M--	200	added ('OK')	image/jpeg	etag:COOmpOO1w/cCEAE=	https://images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/ed6e60ca-9088-4acc-8908-87d9f34337ee/3-byrdie.jpeg	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/ed6e60ca-9088-4acc-8908-87d9f34337ee/3-byrdie.jpg	(from https://rey-fluid-demo.squarespace.com/)
22:45:40	4302/4302	---M--	200	added ('OK')	image/jpeg	etag:CJPR5Ymb+/YCEAE=	https://images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/1649102910551-5BBQVGPVLKU4G6EOTVNZ/3-byrdie.jpg	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/1649102910551-5BBQVGPVLKU4G6EOTVNZ/3-byrdie.jpg	(from https://rey-fluid-demo.squarespace.com/)
22:45:40	3419/3419	---M--	200	added ('OK')	image/jpeg	etag:CK3+p4C2w/cCEAE=	https://images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/3dc0e364-b414-41ad-88ff-da45540e96b6/2-goop.jpeg	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/images.squarespace-cdn.com/content/v1/624b503ddcc7d27c1e0e5cfe/3dc0e364-b414-41ad-88ff-da45540e96b6/2-goop.jpg	(from https://rey-fluid-demo.squarespace.com/)
22:45:41	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:45:44	177700/177700	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202023%2017:15:40%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.2d8858575a6ee4aa48cc22252927a5f9.js	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.2d8858575a6ee4aa48cc22252927a5f9.js	(from https://rey-fluid-demo.squarespace.com/)
22:45:51	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:45:51	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:45:51	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:45:51	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:45:52	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:45:52	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:45:52	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:02	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:02	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:03	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:03	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:03	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:03	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:03	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:18	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
22:46:24	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/thatt/Desktop/Amma%20Baba/AmmaBaba/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/624b503ddcc7d27c1e0e5cfe/11/5c5a519771c10ba3470d8101/624b503ddcc7d27c1e0e5d38/1342/site.css)
